longitude,latitude,fuel_type_code,fuel_type_label,flammability
153.01330729973407,-27.467367661473347,950,Built-up,0.15
153.01421669654232,-27.46723629875408,950,Built-up,0.15
153.01512609120158,-27.467104930399362,950,Built-up,0.15
153.0160354837118,-27.466973556409194,950,Built-up,0.15
153.01694487407286,-27.466842176783583,950,Built-up,0.15
153.01785426228471,-27.46671079152258,950,Built-up,0.15
153.01876364834726,-27.46657940062619,950,Built-up,0.15
153.0196730322604,-27.466448004094435,950,Built-up,0.15
153.02058241402412,-27.46631660192733,950,Built-up,0.15
153.02149179363826,-27.466185194124893,424,Woodland with sparse understory,0.65
153.02240117110273,-27.46605378068715,424,Woodland with sparse understory,0.65
153.0233105464175,-27.465922361614115,950,Built-up,0.15
153.02421991958244,-27.465790936905808,950,Built-up,0.15
153.02512929059748,-27.46565950656224,950,Built-up,0.15
153.02603865946256,-27.465528070583442,950,Built-up,0.15
153.02694802617756,-27.465396628969444,950,Built-up,0.15
153.0278573907424,-27.465265181720238,950,Built-up,0.15
153.02876675315704,-27.46513372883584,950,Built-up,0.15
153.0098206085852,-27.468684480592387,950,Built-up,0.15
153.01073002028366,-27.468553139491938,950,Built-up,0.15
153.0116394298334,-27.46842179275592,940,Wildland urban interface 3,0.4
153.01254883723442,-27.468290440384344,940,Wildland urban interface 3,0.4
153.01709584200512,-27.467633593993813,632,Open grassland,0.78
153.01800523651178,-27.467502207809318,950,Built-up,0.15
153.01891462886914,-27.46737081598942,950,Built-up,0.15
153.01982401907702,-27.467239418534096,950,Built-up,0.15
153.02073340713542,-27.467108015443408,950,Built-up,0.15
153.02164279304418,-27.466976606717342,632,Open grassland,0.78
153.0225521768033,-27.46684519235595,950,Built-up,0.15
153.02346155841258,-27.466713772359203,950,Built-up,0.15
153.02437093787205,-27.466582346727176,950,Built-up,0.15
153.02528031518156,-27.466450915459856,950,Built-up,0.15
153.02618969034103,-27.466319478557253,950,Built-up,0.15
153.02709906335042,-27.46618803601943,950,Built-up,0.15
153.0280084342096,-27.46605658784637,950,Built-up,0.15
153.0289178029185,-27.465925134038088,950,Built-up,0.15
153.0099715283058,-27.469475904963783,940,Wildland urban interface 3,0.4
153.01815621288824,-27.468293623870164,950,Built-up,0.15
153.01906561154044,-27.468162231126676,950,Built-up,0.15
153.01997500804316,-27.468030832747775,950,Built-up,0.15
153.0208844023963,-27.46789942873344,950,Built-up,0.15
153.02179379459983,-27.467768019083728,950,Built-up,0.15
153.02270318465358,-27.467636603798617,950,Built-up,0.15
153.02361257255754,-27.46750518287816,950,Built-up,0.15
153.02452195831157,-27.467373756322353,950,Built-up,0.15
153.02543134191563,-27.46724232413125,950,Built-up,0.15
153.02634072336963,-27.467110886304827,950,Built-up,0.15
153.02725010267346,-27.466979442843133,950,Built-up,0.15
153.02815947982705,-27.466847993746164,950,Built-up,0.15
153.0290688548303,-27.46671653901396,950,Built-up,0.15
153.01921659636122,-27.46895364603816,950,Built-up,0.15
153.02012599915884,-27.468822246735613,950,Built-up,0.15
153.02103539980686,-27.46869084179761,950,Built-up,0.15
153.02194479830519,-27.468559431224175,950,Built-up,0.15
153.0228541946537,-27.46842801501536,950,Built-up,0.15
153.02376358885238,-27.468296593171136,950,Built-up,0.15
153.0246729809011,-27.46816516569153,950,Built-up,0.15
153.02558237079978,-27.468033732576586,950,Built-up,0.15
153.02649175854836,-27.467902293826295,950,Built-up,0.15
153.02740114414672,-27.46777084944069,950,Built-up,0.15
153.0283105275948,-27.467639399419802,950,Built-up,0.15
153.02921990889254,-27.467507943763625,950,Built-up,0.15
153.0130016595,-27.47066470451238,950,Built-up,0.15
153.01391108363782,-27.47053334373508,950,Built-up,0.15
153.0148205056266,-27.470401977322148,950,Built-up,0.15
153.01572992546622,-27.470270605273623,950,Built-up,0.15
153.0166393431566,-27.47013922758952,950,Built-up,0.15
153.01754875869767,-27.470007844269865,950,Built-up,0.15
153.02027699242416,-27.469613660497732,950,Built-up,0.15
153.02118639936708,-27.469482254636034,950,Built-up,0.15
153.0220958041603,-27.469350843138884,950,Built-up,0.15
153.0230052068037,-27.469219426006262,950,Built-up,0.15
153.02391460729717,-27.46908800323824,950,Built-up,0.15
153.02482400564065,-27.46895657483479,950,Built-up,0.15
153.02573340183406,-27.468825140795968,950,Built-up,0.15
153.02664279587734,-27.468693701121786,950,Built-up,0.15
153.0275521877703,-27.46856225581225,950,Built-up,0.15
153.02846157751299,-27.46843080486739,950,Built-up,0.15
153.02937096510522,-27.468299348287196,950,Built-up,0.15
153.01133373723965,-27.47171883193226,950,Built-up,0.15
153.01224317197085,-27.47158748150284,950,Built-up,0.15
153.01315260455308,-27.471456125437705,950,Built-up,0.15
153.0140620349863,-27.471324763736916,950,Built-up,0.15
153.01497146327043,-27.47119339640048,950,Built-up,0.15
153.01588088940537,-27.471062023428424,950,Built-up,0.15
153.016790313391,-27.470930644820744,950,Built-up,0.15
153.0176997352273,-27.470799260577472,950,Built-up,0.15
153.02133740107706,-27.470273667248875,950,Built-up,0.15
153.02224681216526,-27.47014225482793,950,Built-up,0.15
153.0231562211036,-27.47001083677153,950,Built-up,0.15
153.02406562789196,-27.46987941307965,950,Built-up,0.15
153.0249750325303,-27.469747983752324,950,Built-up,0.15
153.02588443501853,-27.469616548789602,950,Built-up,0.15
153.02679383535653,-27.469485108191463,950,Built-up,0.15
153.0277032335442,-27.469353661957946,950,Built-up,0.15
153.02861262958154,-27.469222210089082,950,Built-up,0.15
153.02952202346842,-27.46909075258485,950,Built-up,0.15
153.010575228675,-27.472641600196564,950,Built-up,0.15
153.0114846718507,-27.472510254479417,950,Built-up,0.15
153.01239411287742,-27.472378903126543,950,Built-up,0.15
153.0133035517552,-27.47224754613794,950,Built-up,0.15
153.0142129884839,-27.47211618351364,950,Built-up,0.15
153.01512242306347,-27.471984815253652,950,Built-up,0.15
153.01603185549376,-27.471853441357997,950,Built-up,0.15
153.01694128577475,-27.471722061826718,950,Built-up,0.15
153.01785071390634,-27.471590676659794,950,Built-up,0.15
153.0187601398884,-27.47145928585728,950,Built-up,0.15
153.02148840493686,-27.471065079636276,633,Sparse grassland,0.55
153.0223978223201,-27.47093366629153,950,Built-up,0.15
153.02330723755347,-27.47080224731127,950,Built-up,0.15
153.02421665063682,-27.470670822695507,950,Built-up,0.15
153.02512606157006,-27.47053939244429,950,Built-up,0.15
153.02603547035318,-27.470407956557597,950,Built-up,0.15
153.026944876986,-27.470276515035483,950,Built-up,0.15
153.02785428146848,-27.47014506787796,950,Built-up,0.15
153.02876368380058,-27.470013615085037,950,Built-up,0.15
153.02967308398215,-27.46988215665673,950,Built-up,0.15
153.01072615913924,-27.473433023442265,950,Built-up,0.15
153.01163560861062,-27.473301676801686,950,Built-up,0.15
153.012545055933,-27.473170324525327,950,Built-up,0.15
153.0134545011064,-27.473038966613206,950,Built-up,0.15
153.01436394413065,-27.472907603065348,950,Built-up,0.15
153.0152733850057,-27.47277623388178,950,Built-up,0.15
153.0161828237315,-27.472644859062505,950,Built-up,0.15
153.0170922603079,-27.47251347860758,950,Built-up,0.15
